,order_id,season,girl,su_id,order_type,bill_zip,adventurefuls,dosidos,lemonups,samoas,savannahs,smores,tagalongs,thinmints,toffeetastic,trefoils,donation,grand_total,Median_income_dollars
0,202235596,2022,17050,638,Shipped,14213,0,2,0,0,0,0,0,3,0,0,0,5,
1,202135183,2021,14770,681,In-Person Delivery,28079,0,4,1,1,0,1,3,0,0,2,0,12,"84,301"
2,202229945,2022,47237,621,Shipped,27215,0,0,1,2,0,1,0,0,3,0,0,7,
3,201916334,2019,2855,632,In-Person Delivery,28078,0,0,0,1,0,1,0,2,0,0,0,4,
4,202232631,2022,41592,632,In-Person Delivery,28277,0,0,2,0,0,0,0,2,0,2,0,6,"105,672"
5,202252236,2022,6205,631,In-Person Delivery,28205,1,0,0,0,0,0,0,5,0,0,0,6,"56,196"
6,202107914,2021,287360,691,Cookies In Hand,29582,0,2,0,2,0,1,0,2,0,2,0,9,
7,202154900,2021,18117,681,Shipped,2131,0,0,0,3,0,0,0,5,0,0,0,8,
8,202214237,2022,287360,691,Cookies In Hand,29715,0,0,0,2,0,0,2,0,0,0,0,4,"86,378"
10,202139127,2021,86781,632,In-Person Delivery,28216,0,0,0,0,0,0,0,0,2,0,0,2,"50,347"
11,202148514,2021,89984,632,Donation,28269,0,0,0,0,0,0,0,0,0,0,1,1,"68,636"
12,202241176,2022,43467,681,In-Person Delivery,28212,2,0,0,1,0,1,1,0,0,1,0,6,"42,859"
13,202225261,2022,62095,643,In-Person Delivery with Donation,28079,0,0,1,1,0,0,1,2,0,0,5,10,"84,301"
14,202102109,2021,532360,642,Cookies In Hand,28226,0,0,0,1,0,0,2,3,0,0,0,6,"103,103"
15,202259510,2022,2088,683,In-Person Delivery,29707,0,0,0,2,0,0,1,2,0,0,0,5,
16,202108170,2021,30010,632,In-Person Delivery with Donation,28037,0,1,0,2,0,1,1,2,0,0,2,9,
17,201904603,2019,23121,692,Shipped,14080,0,0,0,5,5,0,0,5,5,5,0,25,
18,202019073,2020,50434,621,In-Person Delivery,28213,0,0,0,3,0,0,0,3,0,2,0,8,"48,570"
19,202258596,2022,66640,632,In-Person Delivery,28278,0,0,0,0,0,0,0,8,0,0,0,8,"101,432"
20,202108047,2021,693360,642,Cookies In Hand,28206,0,0,0,0,0,0,0,2,0,0,0,2,"33,718"
21,202115998,2021,42741,631,In-Person Delivery,28269,0,2,0,1,0,0,1,0,0,1,0,5,"68,636"
22,202246272,2022,46280,642,Shipped,48430,2,0,0,0,0,0,1,1,0,0,0,4,
23,202218238,2022,14360,692,Cookies In Hand,29708,0,0,0,0,0,0,1,0,0,2,0,3,"112,368"
24,202006104,2020,28163,622,In-Person Delivery,29707,0,0,0,0,0,0,1,2,0,0,0,3,
25,202164294,2021,19792,691,In-Person Delivery,29730,0,1,0,1,0,0,1,0,1,0,0,4,"49,258"
26,202154158,2021,71942,621,Shipped,65584,0,1,1,0,0,1,0,0,0,1,0,4,
27,202149664,2021,15196,638,In-Person Delivery,28270,0,0,0,0,0,0,0,6,0,0,0,6,"103,175"
28,202128078,2021,23967,638,Shipped,28209,0,1,1,2,0,1,2,3,1,0,0,11,"82,942"
29,202265583,2022,51545,638,In-Person Delivery,28104,1,0,1,0,0,0,0,1,0,0,0,3,"108,599"
30,202016681,2020,28511,692,Donation,28215,0,0,0,0,0,0,0,0,0,0,5,5,"51,236"
31,202106669,2021,287360,691,Cookies In Hand,29205,0,1,1,1,0,1,0,0,0,0,0,4,
32,202119996,2021,-2147483648,700,In-Person Delivery,28215,0,0,0,3,0,0,2,4,1,0,0,10,"51,236"
33,202027772,2020,62095,643,In-Person Delivery,28078,0,0,0,1,0,1,1,1,0,2,0,6,"101,752"
34,202157793,2021,59687,642,Shipped with Donation,46033,0,2,1,1,0,0,0,2,2,2,4,14,
35,202201728,2022,584360,643,Shipped,29578,0,0,1,0,0,0,0,6,0,0,0,7,
36,202251802,2022,42407,691,In-Person Delivery,29729,1,1,1,0,0,0,0,0,1,1,0,5,
37,202130557,2021,25992,637,In-Person Delivery,28216,0,2,3,0,0,0,2,0,0,3,0,10,"50,347"
38,202102895,2021,14200,692,Cookies In Hand,29707,0,0,0,1,0,0,0,1,0,0,0,2,
39,202139517,2021,38064,683,In-Person Delivery,28173,0,0,0,3,0,0,2,2,3,0,0,10,"130,705"
40,202026653,2020,60993,632,Shipped,28027,0,0,1,2,0,0,0,1,0,2,0,6,"77,367"
41,202137375,2021,10897,649,Shipped,28117,0,2,0,1,0,0,0,0,0,1,0,4,"92,518"
42,202100745,2021,26360,692,Shipped,28052,0,0,0,0,0,0,0,6,0,0,0,6,
43,202164134,2021,76677,622,In-Person Delivery,28105,0,0,0,0,0,0,0,5,0,0,0,5,"86,463"
44,202222461,2022,594360,692,Cookies In Hand,29715,0,0,0,0,0,1,0,0,0,0,0,1,"86,378"
46,202213794,2022,89635,692,Cookies In Hand,29707,0,0,1,2,0,0,0,3,0,0,0,6,
47,202010786,2020,15276,649,Shipped,76645,0,6,0,0,0,0,0,3,0,0,0,9,
48,202103123,2021,52051,637,Donation,28110,0,0,0,0,0,0,0,0,0,0,4,4,"69,351"
49,202029999,2020,87440,637,In-Person Delivery,37341,0,1,0,1,0,0,0,1,0,0,0,3,
50,202134976,2021,33330,681,Shipped,28134,0,0,0,3,0,0,0,2,0,0,0,5,"58,861"
51,202131916,2021,32742,631,Shipped,28117,0,0,0,2,0,0,0,4,0,0,0,6,"92,518"
52,202207328,2022,87433,622,Shipped with Donation,28278,0,0,1,1,0,0,1,1,0,0,1,5,"101,432"
53,202136389,2021,2855,632,In-Person Delivery,28215,0,0,1,1,0,0,0,2,0,0,0,4,"51,236"
54,202220028,2022,22625,621,In-Person Delivery,28650,0,0,1,1,0,0,0,1,0,0,0,3,
55,201911503,2019,51970,681,Donation,06451,0,0,0,0,0,0,0,0,0,0,5,5,
56,201903449,2019,46760,632,Shipped with Donation,46112,0,1,0,0,0,0,0,2,0,1,1,5,
57,202219204,2022,491360,631,Cookies In Hand,28277,0,0,0,0,0,1,0,0,0,0,0,1,"105,672"
58,202114649,2021,262360,681,Cookies In Hand,28110,0,0,1,0,0,0,0,0,0,1,0,2,"69,351"
59,202242236,2022,73163,681,In-Person Delivery,28277,2,1,1,0,0,2,0,0,0,0,0,6,"105,672"
60,202108744,2021,35552,682,Shipped,27909,0,0,0,3,0,0,0,1,0,2,0,6,
61,202104385,2021,594360,692,Cookies In Hand,29708,0,0,0,0,0,0,1,2,0,0,0,3,"112,368"
62,202021213,2020,79557,649,Shipped,28262,0,0,1,0,0,1,1,1,0,0,0,4,"57,371"
63,202242931,2022,26857,700,In-Person Delivery,29710,2,0,8,0,0,0,0,0,0,0,0,10,"71,280"
64,202205224,2022,532360,642,Cookies In Hand,28209,1,0,0,0,0,2,1,0,0,0,0,4,"82,942"
65,202217881,2022,885360,631,Cookies In Hand,28078,0,0,0,0,0,2,5,5,1,3,0,16,"101,752"
66,202144053,2021,34525,632,In-Person Delivery,28269,0,2,0,0,0,0,1,0,0,0,0,3,"68,636"
67,202025312,2020,41791,649,Donation,92503,0,0,0,0,0,0,0,0,0,0,5,5,
68,202229300,2022,14069,642,In-Person Delivery,28278,0,0,0,0,0,0,2,0,2,0,0,4,"101,432"
69,202130063,2021,18343,631,Donation,28031,0,0,0,0,0,0,0,0,0,0,2,2,"89,658"
70,202011915,2020,96264,643,In-Person Delivery,85207,0,0,1,0,0,0,0,0,0,1,0,2,
71,201922691,2019,28747,621,In-Person Delivery,27263,0,0,0,1,0,0,0,2,0,1,0,4,
72,202239831,2022,88971,683,Shipped with Donation,10804,0,0,0,2,0,0,0,0,0,2,3,7,
73,202204619,2022,262360,681,Cookies In Hand,28104,0,0,0,0,0,0,1,1,0,0,0,2,"108,599"
74,201906304,2019,93447,692,In-Person Delivery,29710,0,2,0,1,0,0,1,1,0,0,0,5,
75,202126625,2021,39628,681,In-Person Delivery with Donation,28173,0,0,0,0,0,0,0,0,0,3,1,4,"130,705"
76,202217205,2022,56227,622,In-Person Delivery,28027,0,0,0,0,0,0,0,4,0,0,0,4,"77,367"
77,202143399,2021,779,638,Shipped with Donation,30126,0,2,1,0,0,0,1,4,0,0,2,10,
78,202209054,2022,755360,682,Cookies In Hand,28211,0,0,0,0,0,1,1,0,0,0,0,2,"93,236"
79,202160826,2021,39685,642,Shipped,28092,0,0,0,3,0,0,3,3,0,1,0,10,
80,202242626,2022,56388,634,In-Person Delivery with Donation,28027,0,3,3,2,0,0,1,3,0,3,1,16,"77,367"
81,201920599,2019,97349,632,In-Person Delivery,28144,0,0,0,0,1,0,0,0,0,2,0,3,
82,202118182,2021,60360,622,Cookies In Hand,28112,0,2,0,1,0,1,0,0,0,0,0,4,"52,471"
83,202101411,2021,87360,637,Cookies In Hand,28103,0,1,1,1,0,0,2,0,0,0,0,5,"61,344"
84,202242274,2022,47644,631,In-Person Delivery,28078,1,1,1,0,0,0,0,1,0,0,0,4,"101,752"
85,202201920,2022,513360,631,Cookies In Hand,28036,0,4,1,0,0,0,0,2,0,2,0,9,"116,213"
86,202239537,2022,61716,632,In-Person Delivery,28269,1,0,0,1,0,0,0,2,0,0,0,4,"68,636"
87,202027929,2020,67465,643,Shipped,8002,0,0,0,2,0,0,0,2,0,0,0,4,
88,202017065,2020,16943,681,In-Person Delivery,28645,0,2,0,0,0,0,1,4,0,1,0,8,
89,202244763,2022,39934,634,In-Person Delivery,95350,0,0,0,0,0,0,0,12,0,1,0,13,
90,202213851,2022,50205,632,Cookies In Hand,28214,0,0,0,0,0,0,0,2,0,0,0,2,"67,398"
91,202209624,2022,14360,692,Cookies In Hand,29708,0,0,0,0,0,0,2,0,0,0,0,2,"112,368"
92,202110129,2021,265360,643,Cookies In Hand,28277,0,2,0,2,0,0,0,0,0,0,0,4,"105,672"
93,202258143,2022,56298,622,In-Person Delivery,28027,0,0,3,0,0,0,0,2,0,0,0,5,"77,367"
94,201917943,2019,28742,622,In-Person Delivery,28105,0,0,0,1,0,0,0,1,0,1,0,3,
95,202249245,2022,61145,634,Shipped,28311,0,2,0,0,0,0,0,0,2,2,0,6,
96,202026745,2020,74784,692,In-Person Delivery,29732,0,1,1,0,0,0,0,0,0,0,0,2,"67,037"
97,201901605,2019,21240,621,In-Person Delivery,28026,0,0,0,1,2,1,0,0,0,0,0,4,
98,202249891,2022,90120,631,In-Person Delivery with Donation,28078,0,0,0,0,0,0,1,2,0,1,2,6,"101,752"
99,202111355,2021,92406,692,In-Person Delivery,23692,0,0,0,2,0,1,0,0,0,0,0,3,
100,202209921,2022,60360,622,Cookies In Hand,29605,0,3,0,1,0,0,0,0,0,0,0,4,
101,202001538,2020,12653,643,In-Person Delivery,18252,0,0,0,1,0,0,0,1,0,0,0,2,
102,202109822,2021,287360,691,Cookies In Hand,29730,0,0,0,2,0,1,2,2,0,0,0,7,"49,258"
103,202258156,2022,62110,631,In-Person Delivery,28027,0,0,0,1,0,0,1,2,0,0,0,4,"77,367"
104,202257547,2022,25118,643,Shipped,20910,0,4,0,0,0,0,2,4,0,2,0,12,
105,202152062,2021,76310,638,Donation,12010,0,0,0,0,0,0,0,0,0,0,8,8,
106,202266193,2022,4151,637,In-Person Delivery,28269,0,0,0,0,0,1,0,0,1,1,0,3,"68,636"
107,202265621,2022,10369,642,In-Person Delivery,28273,0,0,0,1,0,0,0,0,0,1,0,2,"72,986"
108,202141241,2021,119360,632,Shipped,48104,0,2,1,1,0,0,0,0,0,1,0,5,
109,201908845,2019,-2147483648,642,Shipped,77429,0,0,0,1,0,2,0,2,0,0,0,5,
110,202258948,2022,92608,692,In-Person Delivery,15228,1,0,0,0,0,1,1,1,0,0,0,4,
111,202257985,2022,29852,631,Donation,76135,0,0,0,0,0,0,0,0,0,0,6,6,
112,202113266,2021,3360,622,Cookies In Hand with Donation,28025,0,0,0,2,0,1,7,9,0,0,3,22,"58,257"
113,202204090,2022,360,622,Shipped,29466,0,6,1,0,0,0,0,0,0,0,0,7,
114,201903345,2019,91112,682,Cookies In Hand,28112,0,8,0,10,2,3,8,12,0,5,0,48,
115,202221588,2022,435360,692,Cookies In Hand,29707,0,0,0,0,0,0,0,2,0,0,0,2,
116,202203659,2022,18220,622,Cookies In Hand,29720,0,0,1,2,0,0,1,0,0,0,0,4,
117,202263821,2022,96264,643,In-Person Delivery,28226,2,1,2,2,0,2,4,0,0,1,0,14,"103,103"
118,202106168,2021,50801,661,In-Person Delivery,28146,0,5,5,6,0,0,1,6,0,6,0,29,"56,553"
119,202137302,2021,18834,642,In-Person Delivery,28278,0,0,0,1,0,1,1,1,0,1,0,5,"101,432"
120,202218795,2022,69012,682,In-Person Delivery,28079,0,0,0,0,0,0,0,2,0,0,0,2,"84,301"
121,201913354,2019,92959,642,In-Person Delivery,28278,0,2,0,0,0,0,0,5,0,3,0,10,
122,202027763,2020,61343,632,Shipped,34654,0,0,1,2,0,0,0,0,0,2,0,5,
123,202147096,2021,11372,683,In-Person Delivery,29707,0,0,2,3,0,0,0,0,0,1,0,6,
124,201914919,2019,89652,632,In-Person Delivery,27701,0,2,0,1,0,0,0,1,0,0,0,4,
125,201915010,2019,751,681,Shipped,77058,0,0,0,2,0,0,2,2,0,0,0,6,
126,202240448,2022,604,681,In-Person Delivery,28104,1,0,0,2,0,0,2,2,0,0,0,7,"108,599"
127,202129308,2021,98823,638,Donation,30360,0,0,0,0,0,0,0,0,0,0,3,3,
128,202247015,2022,5994,683,In-Person Delivery,28173,0,1,0,0,0,0,0,1,0,0,0,2,"130,705"
129,202009898,2020,77939,621,In-Person Delivery,31419,0,2,0,0,0,0,0,1,0,1,0,4,
130,202128841,2021,68369,681,Cookies In Hand,28079,0,0,1,0,0,0,0,0,4,0,0,5,"84,301"
131,202144342,2021,18343,631,In-Person Delivery,28269,0,0,0,1,0,0,1,1,0,0,0,3,"68,636"
132,202005675,2020,26156,621,Cookies In Hand,29730,0,0,0,3,0,0,2,0,0,0,0,5,
133,202256141,2022,26285,681,In-Person Delivery,28170,0,0,1,2,0,0,1,0,0,1,0,5,"32,658"
134,202102819,2021,171360,643,Cookies In Hand,28277,0,1,0,0,0,0,0,0,0,0,0,1,"105,672"
135,202227358,2022,10967,671,In-Person Delivery,28128,0,0,0,1,0,0,0,0,0,1,0,2,"55,060"
136,202013138,2020,5430,649,In-Person Delivery with Donation,48125,0,5,12,13,0,4,7,25,5,5,1,77,
137,202241754,2022,17459,631,In-Person Delivery,28078,0,0,0,0,0,0,1,0,0,0,0,1,"101,752"
138,202023866,2020,7084,649,In-Person Delivery,10016,0,1,1,1,0,1,1,1,0,1,0,7,
139,202007550,2020,34517,632,In-Person Delivery,28110,0,0,0,2,0,0,2,0,0,0,0,4,
140,202234822,2022,32175,683,In-Person Delivery,28134,1,0,0,1,0,1,0,1,0,0,0,4,"58,861"
141,202257988,2022,44687,631,In-Person Delivery,27295,0,0,0,0,0,0,0,2,0,0,0,2,
142,202212519,2022,98360,632,Cookies In Hand,28203,0,0,0,0,0,0,3,0,0,0,0,3,"87,725"
143,202253689,2022,14042,621,Donation,85226,0,0,0,0,0,0,0,0,0,0,4,4,
144,202159135,2021,17459,631,In-Person Delivery,28078,0,0,0,0,0,0,0,1,1,0,0,2,"101,752"
145,202216013,2022,785360,683,Shipped with Donation,33707,0,2,0,3,0,0,1,2,0,2,4,14,
146,202256712,2022,22016,632,Donation,26505,0,0,0,0,0,0,0,0,0,0,4,4,
147,202103670,2021,11991,637,Shipped,28110,0,0,0,3,0,0,0,1,0,0,0,4,"69,351"
148,202121037,2021,17043,643,In-Person Delivery,28216,0,0,2,1,0,0,0,1,0,0,0,4,"50,347"
149,202114855,2021,19500,622,Cookies In Hand,28213,0,0,0,0,0,1,0,0,0,0,0,1,"48,570"
150,201900334,2019,23943,642,In-Person Delivery,28078,0,0,0,0,1,0,0,1,0,0,0,2,
151,202001134,2020,11879,631,In-Person Delivery,28107,0,10,10,10,0,10,10,10,10,10,0,80,
152,202228958,2022,45003,682,Donation,29730,0,0,0,0,0,0,0,0,0,0,2,2,"49,258"
153,202222400,2022,28360,638,Cookies In Hand,28227,1,2,0,0,0,1,0,0,0,0,0,4,"63,529"
154,202005366,2020,25207,691,In-Person Delivery,28081,0,0,0,3,0,1,2,2,0,0,0,8,
155,202145980,2021,62946,692,Donation,29710,0,0,0,0,0,0,0,0,0,0,2,2,"71,280"
156,201918561,2019,26531,632,In-Person Delivery,28078,0,0,0,0,0,0,0,1,0,0,0,1,
157,202136536,2021,31967,681,Donation,92067,0,0,0,0,0,0,0,0,0,0,5,5,
158,202102752,2021,484360,642,Cookies In Hand,29715,0,0,0,0,0,0,1,1,0,0,0,2,"86,378"
160,202000439,2020,10269,634,In-Person Delivery,28112,0,3,0,3,0,1,4,5,0,0,0,16,
161,202142939,2021,96399,632,Shipped,37189,0,1,0,0,0,0,0,1,0,2,0,4,
162,202224900,2022,22151,637,Cookies In Hand,28214,2,0,0,2,0,0,1,2,0,0,0,7,"67,398"
163,202008809,2020,18252,634,Shipped,29730,0,1,0,1,0,0,1,0,0,1,0,4,"49,258"
164,202159729,2021,88173,622,In-Person Delivery,28027,0,0,0,0,0,0,4,1,0,0,0,5,"77,367"
165,202008209,2020,55639,632,Donation,29212,0,0,0,0,0,0,0,0,0,0,5,5,
166,202163551,2021,63007,632,In-Person Delivery,28078,0,0,1,0,0,1,0,2,1,0,0,5,"101,752"
167,201904690,2019,52341,681,In-Person Delivery,28105,0,2,0,2,0,0,0,0,0,0,0,4,
168,202248875,2022,43066,682,Shipped with Donation,75002,1,0,0,1,0,0,1,1,0,0,1,5,
169,202245548,2022,39906,681,In-Person Delivery,28173,2,2,2,2,0,4,2,2,0,4,0,20,"130,705"
170,202129958,2021,53156,631,In-Person Delivery,28078,0,0,0,3,0,1,1,5,0,0,0,10,"101,752"
171,202138742,2021,32175,683,In-Person Delivery,28134,0,0,0,1,0,0,1,2,1,0,0,5,"58,861"
172,202228819,2022,38324,681,Shipped,10036,0,1,2,1,0,0,0,0,0,0,0,4,
173,201914877,2019,18670,621,Shipped,06095,0,0,0,0,0,1,2,1,0,0,0,4,
174,202261055,2022,82734,681,In-Person Delivery,28104,0,0,0,2,0,0,0,2,0,0,0,4,"108,599"
175,202000217,2020,95196,649,In-Person Delivery,28112,0,0,1,0,0,0,3,0,0,0,0,4,
176,201918430,2019,26610,649,Donation,28216,0,0,0,0,0,0,0,0,0,0,4,4,
177,202215936,2022,86770,681,Cookies In Hand,28079,0,0,0,0,0,0,1,1,0,0,0,2,"84,301"
178,202241523,2022,83432,631,Shipped,28078,2,0,0,2,0,0,0,2,0,0,0,6,"101,752"
179,202009250,2020,54623,681,Cookies In Hand,28213,0,0,0,0,0,0,1,0,0,0,0,1,"48,570"
180,202144456,2021,59366,632,In-Person Delivery,28120,0,1,1,0,0,0,0,1,0,0,0,3,
181,202134362,2021,70739,622,Shipped,30107,0,1,1,1,0,1,2,6,0,2,0,14,
182,202254510,2022,51888,649,In-Person Delivery,28210,1,0,1,2,0,0,1,2,0,1,0,8,"75,703"
183,202214103,2022,180360,681,Cookies In Hand,28173,0,0,0,0,0,0,0,2,0,0,0,2,"130,705"
184,202242127,2022,87661,691,Shipped with Donation,15349,2,1,0,2,0,0,0,2,0,0,1,8,
185,202132801,2021,11854,681,Shipped,28104,0,2,1,2,0,0,2,0,2,2,0,11,"108,599"
186,202257963,2022,52789,631,Shipped,28210,0,0,0,2,0,0,2,2,2,0,0,8,"75,703"
187,202139269,2021,37239,700,In-Person Delivery,29745,0,0,0,1,0,0,0,1,0,0,0,2,"59,827"
188,202110673,2021,749360,692,Cookies In Hand,29732,0,1,0,0,0,0,0,0,0,1,0,2,"67,037"
189,202249100,2022,30832,692,In-Person Delivery,29708,0,0,1,2,0,0,1,0,0,1,0,5,"112,368"
190,202123603,2021,34436,643,In-Person Delivery,28027,0,0,0,0,0,0,0,3,0,0,0,3,"77,367"
191,202106090,2021,24281,681,In-Person Delivery,28079,0,4,0,4,0,0,0,0,3,4,0,15,"84,301"
192,202021858,2020,98212,637,In-Person Delivery,28262,0,0,0,0,0,0,0,2,0,2,0,4,"57,371"
193,202148012,2021,39008,681,In-Person Delivery,28173,0,0,1,0,0,1,0,2,0,0,0,4,"130,705"
194,202227333,2022,53360,681,Cookies In Hand,29720,1,0,0,2,0,0,4,4,0,0,0,11,
195,202100089,2021,21717,638,Cookies In Hand,28105,0,0,0,0,0,2,0,2,0,0,0,4,"86,463"
196,202231232,2022,67594,622,Shipped,24090,0,0,0,5,0,0,0,5,0,0,0,10,
197,202138373,2021,12495,692,Shipped with Donation,28081,0,0,0,4,0,0,4,0,0,0,2,10,"54,041"
198,202130365,2021,77150,632,In-Person Delivery,28216,0,3,0,1,0,0,1,0,0,0,0,5,"50,347"
199,202100158,2021,962360,634,Shipped,28262,0,0,0,0,0,0,0,4,0,0,0,4,"57,371"
200,202162097,2021,6462,637,In-Person Delivery,28212,0,3,5,15,0,2,0,5,0,7,0,37,"42,859"
201,201911744,2019,10812,691,In-Person Delivery,28105,0,0,0,3,0,1,1,2,0,0,0,7,
202,202235008,2022,65331,631,Shipped,35080,0,2,0,2,0,0,0,0,0,0,0,4,
203,202263375,2022,5376,681,In-Person Delivery with Donation,28269,0,0,0,0,0,0,1,1,0,0,1,3,"68,636"
204,202011303,2020,77364,691,Shipped,28025,0,2,0,0,0,1,0,2,0,0,0,5,"58,257"
205,202130537,2021,16019,637,In-Person Delivery,28215,0,4,0,1,0,0,2,3,0,0,0,10,"51,236"
206,202264594,2022,42932,637,In-Person Delivery,28215,0,3,0,0,0,0,0,0,0,3,0,6,"51,236"
207,202162124,2021,61066,622,Donation,28075,0,0,0,0,0,0,0,0,0,0,4,4,"110,906"
208,202225594,2022,-2147483648,700,In-Person Delivery,28107,0,0,0,0,0,0,1,1,0,0,0,2,"81,351"
209,202149238,2021,88173,622,Shipped,56401,0,0,0,1,0,0,5,3,0,0,0,9,
210,202212597,2022,18220,622,Cookies In Hand,28025,0,0,0,1,0,0,1,0,0,0,0,2,"58,257"
211,202143861,2021,59786,631,In-Person Delivery,28078,0,0,0,0,0,0,2,1,0,0,0,3,"101,752"
212,202112334,2021,89488,692,In-Person Delivery,29710,0,2,0,0,0,0,0,0,0,0,0,2,"71,280"
213,202011868,2020,76445,634,In-Person Delivery,23509,0,1,0,0,0,0,0,1,0,2,0,4,
214,202145183,2021,35800,621,Shipped with Donation,22309,0,2,0,0,0,0,0,2,0,0,1,5,
215,202111483,2021,73360,622,Cookies In Hand,28025,0,0,1,0,0,0,0,1,0,0,0,2,"58,257"
216,202257538,2022,77620,638,Shipped,28104,0,0,0,1,0,2,2,0,0,0,0,5,"108,599"
217,202211203,2022,303,700,Donation,37379,0,0,0,0,0,0,0,0,0,0,4,4,
218,202233175,2022,4740,692,Donation,78681,0,0,0,0,0,0,0,0,0,0,10,10,
219,202152968,2021,49160,692,In-Person Delivery,27529,0,0,0,2,0,0,0,2,0,0,0,4,
220,202156780,2021,85892,632,In-Person Delivery,28214,0,0,0,0,0,0,4,7,0,2,0,13,"67,398"
221,202244051,2022,32129,683,In-Person Delivery,29464,0,0,0,2,0,0,1,1,0,1,0,5,
222,202148926,2021,57092,631,In-Person Delivery,28078,0,0,0,6,0,5,6,6,0,3,0,26,"101,752"
223,202248087,2022,39109,631,In-Person Delivery,28203,0,0,0,0,0,1,3,3,0,3,0,10,"87,725"
224,202248570,2022,604,681,In-Person Delivery,28105,2,2,0,2,0,2,2,2,0,0,0,12,"86,463"
225,202118914,2021,872360,682,Cookies In Hand,28079,0,0,0,3,0,0,4,12,0,0,0,19,"84,301"
226,202236624,2022,18123,691,In-Person Delivery,28278,1,0,0,1,0,0,0,1,1,0,0,4,"101,432"
227,202135024,2021,85278,691,Shipped,23227,0,0,0,2,0,2,1,3,1,1,0,10,
228,202230375,2022,13421,692,Shipped with Donation,46034,0,0,2,0,0,2,1,6,0,0,4,15,
229,202014592,2020,65040,632,In-Person Delivery with Donation,32034,0,0,1,0,0,0,1,0,0,0,3,5,
230,201900406,2019,65040,632,Donation,28269,0,0,0,0,0,0,0,0,0,0,10,10,
231,202223925,2022,75441,632,In-Person Delivery,28205,0,1,0,2,0,0,0,1,0,0,0,4,"56,196"
232,202029290,2020,54128,631,Donation,28105,0,0,0,0,0,0,0,0,0,0,2,2,"86,463"
233,202158141,2021,11892,637,In-Person Delivery,28270,0,3,1,1,0,1,0,0,0,2,0,8,"103,175"
234,202211867,2022,26285,681,Cookies In Hand,28110,0,15,0,10,0,0,8,3,0,4,0,40,"69,351"
235,202214314,2022,532360,642,Cookies In Hand,29223,1,0,1,1,0,0,0,0,0,1,0,4,
236,202109888,2021,15360,621,Cookies In Hand,28138,0,1,0,0,0,0,1,0,0,0,0,2,"48,214"
237,202156649,2021,97508,637,In-Person Delivery,28202,0,0,1,0,0,0,0,1,0,0,0,2,"100,709"
238,202104714,2021,21360,692,Cookies In Hand,28278,0,1,0,0,0,0,2,0,0,0,0,3,"101,432"
239,202208016,2022,487360,643,Cookies In Hand,28205,0,0,1,0,0,0,0,1,1,0,0,3,"56,196"
240,202142940,2021,36221,649,In-Person Delivery,28277,0,0,0,3,0,0,1,1,0,0,0,5,"105,672"
241,201912310,2019,61683,649,In-Person Delivery,28209,0,0,0,0,4,0,0,4,0,0,0,8,
242,201901890,2019,74120,634,Cookies In Hand,28216,0,0,0,0,0,0,0,0,0,1,0,1,
243,202253659,2022,38549,631,In-Person Delivery,28636,1,1,0,0,0,0,1,1,0,0,0,4,
244,202109666,2021,25608,691,In-Person Delivery,29732,0,2,2,2,0,0,2,2,0,2,0,12,"67,037"
245,202263805,2022,15100,632,In-Person Delivery with Donation,28214,2,2,2,2,0,5,2,2,2,4,20,43,"67,398"
246,201904113,2019,62724,631,In-Person Delivery,28205,0,0,0,14,0,0,10,10,0,2,0,36,
247,202238360,2022,64821,649,In-Person Delivery,28226,1,0,0,1,0,1,0,2,0,0,0,5,"103,103"
248,202135177,2021,6774,700,Shipped,28212,0,0,2,0,0,0,0,3,0,1,0,6,"42,859"
249,201918104,2019,28371,681,In-Person Delivery,28110,0,2,0,0,0,0,0,1,0,0,0,3,
250,201904115,2019,12571,649,In-Person Delivery,28210,0,0,0,1,0,1,0,1,0,0,0,3,
251,202219583,2022,60360,622,Cookies In Hand,28124,0,0,0,0,0,0,1,1,0,0,0,2,"65,658"
252,202242783,2022,41674,683,In-Person Delivery,28031,0,0,0,1,0,0,0,1,0,0,0,2,"89,658"
253,202106630,2021,287360,691,Cookies In Hand,29732,0,0,0,0,0,0,0,1,0,0,0,1,"67,037"
254,202225709,2022,23517,632,Shipped,28054,0,2,1,0,0,0,2,0,0,1,0,6,
255,202017695,2020,24092,631,In-Person Delivery,28083,0,0,2,2,0,3,0,2,0,1,0,10,"49,527"
256,202144829,2021,94608,691,In-Person Delivery,29710,0,0,1,1,0,0,0,3,0,0,0,5,"71,280"
257,202237406,2022,95596,634,In-Person Delivery,27105,0,1,1,2,0,0,0,0,0,0,0,4,
258,202215721,2022,183360,681,Cookies In Hand,28173,0,0,0,1,0,1,0,1,0,0,0,3,"130,705"
259,202004696,2020,23885,622,Cookies In Hand,28278,0,1,1,0,0,1,2,0,0,0,0,5,
260,201918400,2019,36397,642,In-Person Delivery,28278,0,0,0,2,0,0,0,0,0,0,0,2,
261,202252635,2022,78008,683,In-Person Delivery,29707,0,1,0,0,0,0,0,3,0,2,0,6,
262,202147185,2021,11894,661,Shipped with Donation,18042,0,0,0,2,0,0,2,2,0,0,2,8,
263,202012286,2020,71768,692,In-Person Delivery,29732,0,3,0,2,0,1,2,2,0,0,0,10,"67,037"
264,202016797,2020,57664,642,In-Person Delivery with Donation,28173,0,0,3,0,0,0,0,1,1,3,2,10,"130,705"
